prompt_profile,model,project,run,n,TP,FP,FN,TN,precision,recall,F1,specificity,accuracy,balanced_accuracy,FPR,FNR,NPV,MCC
zero_shot,Gemini-3.1-Pro-Preview,Zooniverse,2,300,11,6,13,270,0.6470588235294118,0.4583333333333333,0.5365853658536586,0.9782608695652174,0.9366666666666666,0.7182971014492754,0.021739130434782608,0.5416666666666666,0.9540636042402827,0.5122953905673477
zero_shot,Gemini-3.1-Pro-Preview,Zooniverse,3,300,11,6,13,270,0.6470588235294118,0.4583333333333333,0.5365853658536586,0.9782608695652174,0.9366666666666666,0.7182971014492754,0.021739130434782608,0.5416666666666666,0.9540636042402827,0.5122953905673477
zero_shot,Gemini-3.1-Pro-Preview,Zooniverse,4,300,11,6,13,270,0.6470588235294118,0.4583333333333333,0.5365853658536586,0.9782608695652174,0.9366666666666666,0.7182971014492754,0.021739130434782608,0.5416666666666666,0.9540636042402827,0.5122953905673477
zero_shot,Gemini-3.1-Pro-Preview,Zooniverse,5,300,11,5,13,271,0.6875,0.4583333333333333,0.55,0.9818840579710145,0.94,0.720108695652174,0.018115942028985508,0.5416666666666666,0.954225352112676,0.5315060304840448
zero_shot,GPT-5-Mini,BADCamp,1,345,8,6,17,314,0.5714285714285714,0.32,0.41025641025641024,0.98125,0.9333333333333333,0.650625,0.01875,0.68,0.9486404833836858,0.3958166276979689
zero_shot,GPT-5-Mini,BADCamp,2,345,9,7,16,313,0.5625,0.36,0.43902439024390244,0.978125,0.9333333333333333,0.6690625,0.021875,0.64,0.9513677811550152,0.41683515147242506
zero_shot,GPT-5-Mini,BADCamp,3,345,10,7,15,313,0.5882352941176471,0.4,0.47619047619047616,0.978125,0.936231884057971,0.6890625,0.021875,0.6,0.9542682926829268,0.45291739728008573
zero_shot,GPT-5-Mini,BADCamp,4,345,9,4,16,316,0.6923076923076923,0.36,0.47368421052631576,0.9875,0.9420289855072463,0.6737500000000001,0.0125,0.64,0.9518072289156626,0.4731066847182735
zero_shot,GPT-5-Mini,BADCamp,5,345,8,2,17,318,0.8,0.32,0.45714285714285713,0.99375,0.9449275362318841,0.656875,0.00625,0.68,0.9492537313432836,0.4848487993271255
zero_shot,GPT-5-Mini,PlanningPoker,1,265,6,3,10,246,0.6666666666666666,0.375,0.48,0.9879518072289156,0.9509433962264151,0.6814759036144578,0.012048192771084338,0.625,0.9609375,0.47727357617624744
zero_shot,GPT-5-Mini,PlanningPoker,2,265,2,1,14,248,0.6666666666666666,0.125,0.21052631578947367,0.9959839357429718,0.9433962264150944,0.5604919678714859,0.004016064257028112,0.875,0.9465648854961832,0.2723805549271701
zero_shot,GPT-5-Mini,PlanningPoker,3,265,3,3,13,246,0.5,0.1875,0.2727272727272727,0.9879518072289156,0.939622641509434,0.5877259036144578,0.012048192771084338,0.8125,0.9498069498069498,0.2809260440894641
zero_shot,GPT-5-Mini,PlanningPoker,4,265,3,0,13,249,1.0,0.1875,0.3157894736842105,1.0,0.9509433962264151,0.59375,0.0,0.8125,0.950381679389313,0.4221333496485396
zero_shot,GPT-5-Mini,PlanningPoker,5,265,5,2,11,247,0.7142857142857143,0.3125,0.43478260869565216,0.9919678714859438,0.9509433962264151,0.6522339357429718,0.008032128514056224,0.6875,0.9573643410852714,0.4522121877417948
zero_shot,GPT-5-Mini,Zooniverse,1,300,3,0,21,276,1.0,0.125,0.2222222222222222,1.0,0.93,0.5625,0.0,0.875,0.9292929292929293,0.3408249054303634
zero_shot,GPT-5-Mini,Zooniverse,2,300,6,2,18,274,0.75,0.25,0.375,0.9927536231884058,0.9333333333333333,0.6213768115942029,0.007246376811594203,0.75,0.9383561643835616,0.40877983432183085
zero_shot,GPT-5-Mini,Zooniverse,3,300,7,0,17,276,1.0,0.2916666666666667,0.45161290322580644,1.0,0.9433333333333334,0.6458333333333334,0.0,0.7083333333333334,0.9419795221843004,0.5241603068754389
zero_shot,GPT-5-Mini,Zooniverse,4,300,7,8,17,268,0.4666666666666667,0.2916666666666667,0.358974358974359,0.9710144927536232,0.9166666666666666,0.6313405797101449,0.028985507246376812,0.7083333333333334,0.9403508771929825,0.3269798775543402
zero_shot,GPT-5-Mini,Zooniverse,5,300,12,15,12,261,0.4444444444444444,0.5,0.47058823529411764,0.9456521739130435,0.91,0.7228260869565217,0.05434782608695652,0.5,0.9560439560439561,0.42246718961904395
AQUSA,AQUSA,PlanningPoker,1,265,1,5,15,244,0.16666666666666666,0.0625,0.09090909090909091,0.9799196787148594,0.9245283018867925,0.5212098393574297,0.020080321285140562,0.9375,0.9420849420849421,0.06792060293436256
AQUSA,AQUSA,BADCamp,1,345,7,11,18,309,0.3888888888888889,0.28,0.32558139534883723,0.965625,0.9159420289855073,0.6228125,0.034375,0.72,0.944954128440367,0.28635675499540514
AQUSA,AQUSA,Zooniverse,1,300,8,9,16,267,0.47058823529411764,0.3333333333333333,0.3902439024390244,0.967391304347826,0.9166666666666666,0.6503623188405797,0.03260869565217391,0.6666666666666666,0.9434628975265018,0.3528673644571773
